id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies_list,production_countries_list,vote_average,keywords,made_profit
290751,Secret in Their Eyes,en,Crime,19500000,34854990,111.0,2015,Ingenious Media,Spain,6.2,"fbi, missing child",1
13805,Disaster Movie,en,Action,25000000,14109284,87.0,2008,Grosvenor Park Media Ltd.,United States of America,3.0,"natural disaster, violence, mortal danger, duringcreditsstinger",0
4597,Armored,en,Action,20000000,22942221,88.0,2009,Screen Gems,United States of America,5.5,"robbery, homeless person, bank, armored car, truck, heist",1
9414,The Man Who Knew Too Little,en,Comedy,20000000,13801755,97.0,1997,Regency Enterprises,United States of America,6.5,"london england, bomb, brother brother relationship, helicopter, based on novel, bank, tv show, theatre milieu, mistaken identity, escape, agent",0
63492,What's Your Number?,en,Comedy,20000000,30426096,106.0,2011,Regency Enterprises,United States of America,6.2,"based on novel, loser, magazine, womanizer, mission, search, boyfriend, husband, fired, past relationship",1
81796,Lockout,en,Action,20000000,32204030,95.0,2012,Canal+,France,5.8,"usa president, anti hero, dementia, future, space, convict, interrogation, space station, collision in space, year 2079",1
15092,Crank: High Voltage,en,Action,20000000,34560577,96.0,2009,Lakeshore Entertainment,United States of America,5.9,"female nudity, prostitute, horse race, heart, strip club, electric shock, godzilla, sequel, tourette syndrome, gang, shootout, public sex, cigarette smoking, mansion, electrocution, foot chase, surgery, taser, duringcreditsstinger, flashback, absurdism, ultraviolence",1
15005,One Night with the King,en,Drama,20000000,13391174,123.0,2006,Gener8Xion Entertainment,United States of America,6.1,"based on novel, persia, queen, esther",0
8198,The Quiet American,en,Drama,30000000,27674124,101.0,2002,Miramax Films,United States of America,6.4,"terror, journalist, lover (female), saigon, indochina",0
6963,The Weather Man,en,Comedy,20000000,12482775,101.0,2005,Paramount Pictures,Germany,6.0,"new york, chicago, midlife crisis, television, daughter, father, weatherman, terminal illness, wettermann",0
15070,Undisputed,en,Action,20000000,12398628,96.0,2002,Miramax Films,United States of America,6.1,sport,0
17134,12 Rounds,en,Action,20000000,17280326,108.0,2009,The Mark Gordon Company,United States of America,5.7,"police, cops, cat and mouse, family, revenge drama",0
41402,Let Me In,en,Drama,20000000,24145613,116.0,2010,Hammer Film Productions,United Kingdom,6.7,"vampire, child vampire, remake, bully, young boy, biting, dead boy, hammer horror, 1980s",1
146198,Triple 9,en,Action,20000000,12639297,115.0,2016,Worldview Entertainment,United States of America,5.6,"heist, betrayal, dirty cop",0
2639,Deconstructing Harry,en,Comedy,20000000,10686841,96.0,1997,Fine Line Features,United States of America,7.3,"new york, writer's block, insanity, independent film, author",0
295964,Burnt,en,Drama,20000000,36606743,100.0,2015,Double Feature Films,United States of America,6.3,"london england, cook, restaurant, diva, career, kitchen, redemption, drug, drug addict, chef, come back",1
11835,Death Sentence,en,Action,20000000,16974459,105.0,2007,Twentieth Century Fox Film Corporation,United States of America,6.5,"loss of son, repayment, revenge, murder, gang, police officer killed, hospital, extreme violence, justice, hoodlum, semiautomatic pistol, finger gun",0
14396,Code Name: The Cleaner,en,Action,20000000,10337477,84.0,2007,New Line Cinema,United States of America,4.7,,0
15673,Connie and Carla,en,Comedy,20000000,11341016,98.0,2004,Universal Pictures,United States of America,6.4,"gay, drag queen, mistaken identity",0
42618,Sweet Charity,en,Comedy,8000000,20000000,149.0,1969,Universal Pictures,United States of America,6.5,"broken engagement, charity, celebrity, tragic love, dancehall girl, based on stage musical, based on film",1
171274,Inherent Vice,en,Comedy,20000000,11110975,148.0,2014,Ghoulardi Film Company,United States of America,6.5,"based on novel, 1970s, private investigator, smoking marijuana, los angeles, 1960s",0
109417,Battle of the Year,en,Music,20000000,16549477,110.0,2013,Screen Gems,United States of America,5.9,"musical, 3d",0
13948,An American Carol,en,Comedy,20000000,7000000,83.0,2008,Mpower Pictures,United States of America,4.1,"terrorist, parody, documentary filmmaker, sattire",0
106747,Machete Kills,en,Action,12000000,15008161,107.0,2013,Open Road Films,United States of America,5.3,"mexico, white house, nuclear missile, machete, outer space",1
256962,Little Boy,en,Comedy,20000000,6420319,106.0,2015,Metanoia Films,Mexico,7.0,"japanese, world war ii, spirituality",0
48231,A Dangerous Method,en,Drama,15000000,27462041,99.0,2011,Recorded Pictures Company,Switzerland,6.2,"based on novel, psychoanalysis, sigmund freud, biography, spanking, based on play, cigar smoking, cheating husband, based on true events",1
3509,A Scanner Darkly,en,Animation,8700000,7659918,100.0,2006,Thousand Words,United States of America,6.8,"california, detective, based on novel, dream, undercover, cocaine, brain, exam, future, test, dystopia, assignment, cyberpunk, drug, surveillance, totalitarian, corporation, substance, schizophrenic, condition, neo-noir",0
12142,Alone in the Dark,en,Action,20000000,10442808,96.0,2005,Boll Kino Beteiligungs GmbH & Co. KG,Canada,3.1,"detective, monster, professor, island, museum, darkness, alien life-form, paranormal, artifact, slow motion scene, flashback sequence, zombie, based on video game, occultism",0
23367,Bandslam,en,Comedy,20000000,5210988,111.0,2009,Summit Entertainment,United States of America,5.4,"new jersey, musical, battle of the bands, teenager, rock band",0
241239,A Most Violent Year,en,Crime,20000000,12007070,125.0,2014,Participant Media,United Arab Emirates,6.5,"corruption, capitalism, winter, american dream, immigrant, business ethics, truck, oil, lawyer, new york city, loan shark, coat, tunnel, 1980s, husband wife relationship, truck hijacking, bank loan",0
3902,I'm Not There.,en,Drama,20000000,4001121,135.0,2007,Endgame Entertainment,United States of America,6.6,"rock and roll, music style, success, john f. kennedy, advancement, bob dylan, rock, biography, music, beatnik, motor-bike accident",0
77948,The Cold Light of Day,en,Action,20000000,16863583,93.0,2012,Summit Entertainment,United States of America,4.8,"kidnapping, spying, government",0
21755,The Brothers Bloom,en,Adventure,20000000,5530764,114.0,2008,The Weinstein Company,United States of America,6.8,"con man, estafa",0
128,もののけ姫,ja,Adventure,26500000,159375308,134.0,1997,Miramax Films,Japan,8.2,"fight, wolf, village and town, iron, pan, wild boar, territory, friendship, princess, good vs evil, anime",1
16608,The Proposition,en,Action,2000000,5048693,104.0,2005,Autonomous,Australia,7.1,"gallows, australia, psychopath, outlaw, misanthrope, gang, shootout, sadist, brutality, violence, hideout, retribution, flogging, whipping, sunset, aborigine, savagery",1
32316,Marci X,en,Comedy,20000000,1675706,84.0,2003,Paramount Pictures,United States of America,3.3,,0
7299,Equilibrium,en,Action,20000000,5359645,107.0,2002,Dimension Films,United States of America,6.9,"resistance, fascism, totalitarian regime, destroy, phasing, dystopia, book burning, outlaw, government agent",0
13405,黃石的孩子,zh,Drama,40000000,7400000,125.0,2008,Australian Film Finance Corporation,Australia,6.5,"based on true story, duringcreditsstinger",0
314385,By the Sea,en,Drama,10000000,3727746,122.0,2015,Plan B Entertainment,France,5.4,"france, hotel, 1970s, grief, travel, unhappiness, marriage problems, woman director",0
10448,Rapa Nui,en,Adventure,20000000,305070,107.0,1994,Tig Productions,United States of America,6.2,"in love with enemy, indigenous, island",0
43935,Dylan Dog: Dead of Night,en,Action,20000000,4634062,107.0,2011,Hyde Park Films,United States of America,4.5,"detective, vampire, supernatural, zombie, werewolf, ghouls",0
44638,The Tempest,en,Drama,20000000,346594,110.0,2010,Miramax Films,United States of America,6.0,"shakespeare, sword, island, frog, sorcery, banishment, spirit, storm, staff, woman director, sorceress, loincloth",0
199373,The Frozen Ground,en,Thriller,27220000,5496951,105.0,2013,Grindstone Entertainment Group,United States of America,6.1,"gun, escape, serial killer, man hunt, hunting",0
581,Dances with Wolves,en,Adventure,22000000,424208848,181.0,1990,Tig Productions,United Kingdom,7.6,"countryside, based on novel, suicide attempt, culture clash, loss of family, deserter, interpreter, language barrier, self-discovery, dakota, buffalo, chief, unsociability, freedom, native american, 19th century, lakota",1
52449,Bad Teacher,en,Comedy,20000000,216197492,92.0,2011,Columbia Pictures,United States of America,5.4,"classroom, teacher, school, workplace humor",1
12150,Sea of Love,en,Drama,19000000,110879513,113.0,1989,Universal Pictures Corporation,United States of America,6.7,"new york, alcohol, sex, detective, newspaper, nudity, suspect, police, murder, suspense, serial killer, neo-noir",1
13990,The Wackness,en,Drama,6000000,2899975,99.0,2008,SBK Pictures,United States of America,6.2,"coming of age, marijuana, summer",0
11247,A Cinderella Story,en,Comedy,19000000,70067909,95.0,2004,Gaylord Films,Canada,6.1,"jealousy, cinderella, work, step mother, high school, school party, orphan, teenager, disguise, american football player, teenage romance, step sister, modern fairy tale",1
4232,Scream,en,Crime,14000000,173046663,111.0,1996,Woods Entertainment,United States of America,7.0,"halloween, gore, serial killer, slasher, tabloid, news reporter, self-referential, meta film",1
694,The Shining,en,Horror,19000000,44017374,144.0,1980,Hawk Films,United States of America,8.1,"hotel, isolation, hotelier, colorado, maze, bartender, ax, delusion, loneliness, caretaker, vision, snow, writer, alcoholic, snowed in, off season",1
105,Back to the Future,en,Adventure,19000000,381109762,116.0,1985,Universal Pictures,United States of America,8.0,"clock tower, car race, terrorist, delorean, lightning, guitar, plutonium, sports car, inventor, journey in the past, time travel, race against time, partner, misfit, mad scientist, fish out of water, teenage love, destiny, hidden identity, odd couple, escapade, disorder, chases and races, love and romance, teenage life, misfit partners, changing the past or future, getting home, inventions and discoveries",1
11377,House on Haunted Hill,en,Horror,19000000,40846082,93.0,1999,Dark Castle Entertainment,United States of America,5.5,"lunatic asylum, aftercreditsstinger",1
41210,The Switch,en,Comedy,19000000,49830607,101.0,2010,Mandate Pictures,United States of America,5.9,"alcohol, single parent, baby, restaurant, aquarium, sperm, little boy, male female relationship, pregnant, artificial insemination",1
12090,Just Married,en,Comedy,18000000,101564935,95.0,2003,Twentieth Century Fox Film Corporation,Germany,5.3,"venice, france, prison, fire, europe, married couple, honeymoon, castle, just married, chewing gum, marriage, police, vacation",1
62630,The Devil's Double,en,Drama,19100000,5728213,109.0,2011,Corrino Media Corporation,Netherlands,6.5,"palace, impostor, pervertion",0
29427,The Crazies,en,Mystery,20000000,54956140,101.0,2010,Penn Station Entertainment,United States of America,6.2,"terror, biological weapon, cover-up, splatter, duringcreditsstinger, virus",1
129,千と千尋の神隠し,ja,Fantasy,15000000,274925095,125.0,2001,Studio Ghibli,Japan,8.3,"witch, parents kids relationship, magic, twilight, darkness, village and town, bath house, pig, ghost world, biology, train, amusement park, yokai, japanese mythology, anime",1
2669,The Bounty,en,Action,25000000,8613462,132.0,1984,Dino De Laurentiis Company,United States of America,6.5,"female nudity, exotic island, mutiny, lake, nudity, sailing, ship, adventure, tahiti, murder, pregnancy, great barrier reef, sailor, native peoples, storm at sea, whipping, british sailor, based on true events, fiji",0
13523,Sex Drive,en,Comedy,19000000,18755936,109.0,2008,Summit Entertainment,United States of America,6.0,"sex, jealousy, virgin, nudity, community, friendship, high school, road trip, friends, romance, redneck, loss of virginity, hitchhiker, teen movie, boyfriend, pickup, knoxville",0
25195,Leap Year,en,Romance,19000000,29922472,100.0,2010,Universal Pictures,Ireland,6.4,"taxi, bar, wales, marriage proposal, airplane, pub, cow, wedding ring, wedding, proposal, cardiologist, ireland, cliffs",1
17277,The Fall of the Roman Empire,en,Drama,19000000,4750000,188.0,1964,Paramount Pictures,United States of America,6.0,"roman empire, ancient rome",0
50725,Take Me Home Tonight,en,Comedy,19000000,6928068,97.0,2011,Imagine Entertainment,United States of America,6.2,"becoming an adult, lie, night, sister, job, party, friends, deception, best friend",0
73191,The Nutcracker,en,Family,19000000,2119994,93.0,1993,Warner Bros. Family Entertainment,United States of America,5.6,ballet,0
10065,The Amityville Horror,en,Horror,19000000,108047131,90.0,2005,Platinum Dunes,United States of America,6.0,"holy water, long island, remake, family dinner, paranormal, violence, wood chopping, backwards, tortured to death, moving in, based on supposedly true story",1
2757,Adaptation.,en,Comedy,19000000,32801173,114.0,2002,Beverly Detroit,United States of America,7.3,"alligator, marriage crisis, writer's block, orchid",1
11683,Land of the Dead,en,Horror,15000000,46770602,93.0,2005,Universal Pictures,Canada,6.0,"cage, dystopia, survivor, zombie, zombie apocalypse",1
1878,Fear and Loathing in Las Vegas,en,Adventure,18500000,10680275,118.0,1998,Universal Pictures,United States of America,7.2,"gonzo journalist, sweaty face, fake identity, wedding chapel, grapefruit, cadillac convertible, gibberish, corvette stingray, police convention",0
23082,The Invention of Lying,en,Comedy,18500000,31912793,100.0,2009,Media Rights Capital,United States of America,6.0,,1
195589,Neighbors,en,Comedy,18000000,268157400,96.0,2014,Universal Pictures,United States of America,6.2,"alcohol, baby, party, family, fraternity, fraternity house, neighbor neighbor relationship, bathroom humor",1
854,The Mask,en,Romance,23000000,351583407,101.0,1994,New Line Cinema,United States of America,6.6,"dual identity, bank, mockery, green, balloon, jail cell, norse mythology",1
25643,Love Happens,en,Drama,18000000,36133014,109.0,2009,Universal Pictures,Canada,5.6,"hotel, florist, forest, grief, seminar, motivational speaker",1
2280,Big,en,Fantasy,18000000,151668774,104.0,1988,Gracie Films,United States of America,6.9,"baseball, co-worker, bronx, pinball machine, toy maker, duet, job promotion, homesick, new toy, quarter, unplugged electronic works, yankee stadium bronx new york city, walking on piano keys, wish fulfillment, bunk bed, woman director",1
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,en,Comedy,18000000,261572744,82.0,2006,Twentieth Century Fox Film Corporation,United States of America,6.5,"male nudity, usa, california, prostitute, journalist, rodeo, kazakhstan, demeanor course, chicken, driving school, anti semitism, bear, mockumentary, reporter, aftercreditsstinger, duringcreditsstinger",1
8835,Legally Blonde,en,Comedy,18000000,141774679,96.0,2001,Marc Platt Productions,United States of America,6.1,"harvard law school, black female judge, smart blonde, girl power",1
157,Star Trek III: The Search for Spock,en,Science Fiction,18000000,87000000,105.0,1984,Paramount Pictures,United States of America,6.4,,1
8643,The Exorcism of Emily Rose,en,Crime,19000000,144216468,122.0,2005,Lakeshore Entertainment,United States of America,6.3,"epilepsy, possession, teenage girl, spirit, umbrella, cross, prosecutor, catholicism, negligent homicide, archdiocese, agnostic, malnutrition, burning, psychotic epileptic disorder",1
10402,Deuce Bigalow: Male Gigolo,en,Comedy,17000000,65535067,88.0,1999,Happy Madison Productions,United States of America,5.5,"fish, aquarium, carnival, house, callboy, vacation, illegal prostitution",1
218043,Left Behind,en,Thriller,16000000,19682924,110.0,2014,Stoney Lake Entertainment,United States of America,3.7,"airplane, the rapture, remake, pilot hero",1
21301,Barbershop 2:  Back in Business,en,Comedy,18000000,65070412,106.0,2004,Metro-Goldwyn-Mayer (MGM),United States of America,5.6,blaxploitation,1
10147,Bad Santa,en,Drama,23000000,76488889,91.0,2003,Columbia Pictures,Germany,6.5,"holiday, elves, christmas party, department store, safe, drink, little people, christmas eve, christmas",1
816,Austin Powers: International Man of Mystery,en,Science Fiction,16500000,67683989,94.0,1997,New Line Cinema,Germany,6.5,"android, undercover, missile, group therapy, airplane, dancing scene, time travel, penthouse apartment, judo, trapdoor, clowning, telescope, swinging, james bond spoof, swinging 60s, aftercreditsstinger, duringcreditsstinger",1
302688,My Big Fat Greek Wedding 2,en,Romance,18000000,88923251,94.0,2016,Universal Pictures,Canada,5.5,"comedy, wedding",1
60307,Diary of a Wimpy Kid: Rodrick Rules,en,Family,21000000,72417394,99.0,2011,Fox 2000 Pictures,United States of America,6.3,"based on novel, middle school",1
106,Predator,en,Science Fiction,18000000,98235548,107.0,1987,Twentieth Century Fox Film Corporation,United States of America,7.3,"central and south america, predator, alien, stalking, invisible, commando, 3d",1
279,Amadeus,en,Drama,18000000,51973029,160.0,1984,Warner Bros.,United States of America,7.8,"italy, composer, opera, talent, musician, marriage crisis, god, murder, vienna austria, envy, 18th century",1
10625,Mean Girls,en,Comedy,17000000,129042871,97.0,2004,Paramount Pictures,United States of America,6.9,"female friendship, high school, fish out of water, best friend, teenager, popularity, gossip, teen comedy, high school rivalry, new girl at school",1
5279,Gosford Park,en,Drama,19800000,87754044,137.0,2001,USA Films,Germany,6.8,"servant, money, shooting party",1
10013,Peggy Sue Got Married,en,Comedy,18000000,41382841,103.0,1986,American Zoetrope,United States of America,5.9,"time travel, high school reunion",1
194662,Birdman,en,Drama,18000000,103215094,119.0,2014,Worldview Entertainment,United States of America,7.4,"times square, superhero, long take, new york city, play, broadway, actor",1
160588,Blue Jasmine,en,Comedy,18000000,99206215,98.0,2013,Perdido Productions,United States of America,7.0,"san francisco, sister sister relationship, new york city, rich, narcissism, xanax",1
9829,United 93,en,Drama,15000000,76286096,111.0,2006,Universal Pictures,France,6.9,"airplane, hijacking, terror cell, emergency landing, war on terror",1
10028,Honey,en,Romance,18000000,62646763,94.0,2003,Universal Pictures,United States of America,6.0,"new york, dancing, hip-hop, dream, dance, blackmail, harassment, career, video, teacher, business, sabotage, choreographer, club, harlem, youth center",1
790,The Fog,en,Horror,1000000,21378361,89.0,1980,AVCO Embassy Pictures,United States of America,6.4,"prophecy, sea, beach, gold, small town, beheading, sword, narration, fog, leprosy, ship, lighthouse, church",1
43959,Soul Surfer,en,Action,18000000,47088990,106.0,2011,Mandalay Pictures,United States of America,6.9,"competition, based on novel, shark attack, surfing, biography, sport, duringcreditsstinger",1
10364,Catch-22,en,War,18000000,24911670,121.0,1970,Paramount Pictures,United States of America,6.7,"world war ii, island, bomber, pianosa, american",1
9610,Conan the Destroyer,en,Adventure,18000000,100000000,103.0,1984,De Laurentiis Entertainment Group,United States of America,5.8,"swordplay, sword, magic, warrior woman, lone wolf, wizardry, royalty, barbarian, sword and sorcery",1
1578,Raging Bull,en,Drama,18000000,23000000,129.0,1980,United Artists,United States of America,7.7,"transporter, jealousy, violent husband, paranoia, boxer, biography, fistfight, broken nose, sport, domestic violence, extreme violence, over-the-hill fighter",1
44115,127 Hours,en,Adventure,18000000,35692920,94.0,2010,Fox Searchlight Pictures,United Kingdom,7.0,"mountains, despair, adventure, utah, alone, canyon, climbing, based on true story, rescue, survival, escape, true, trapped, boulder, adventurer, flashback, climber, isolated, hikers, very little dialogue",1
10560,Center Stage,en,Drama,18000000,17200925,115.0,2000,Columbia Pictures,United States of America,6.8,"new york, competition, dancer, dance, ball, career, ballet dancer, music, entrance examination, ballet, dance teacher",0
333348,Love the Coopers,en,Comedy,17000000,24000000,107.0,2015,Imagine Entertainment,United States of America,5.4,"big family, family relationships, family, woman director, christmas",1
20483,Catch That Kid,en,Family,18000000,16702864,92.0,2004,Fox 2000 Pictures,United States of America,4.9,bank robbery,0
321697,Steve Jobs,en,Drama,30000000,34441873,122.0,2015,Universal Pictures,United States of America,6.8,"biography, computer, father daughter relationship, apple computer, steve jobs, based on true events",1
38665,The Legend of the Lone Ranger,en,Action,18000000,2945600,98.0,1981,ITC Entertainment,United States of America,3.7,"lone ranger, wild bill hickok, buffalo bill, the lone ranger",0
2575,The Tailor of Panama,en,Drama,21000000,28008462,109.0,2001,Columbia Pictures,Ireland,6.2,"dancing, spy, birthday, map, fireworks, bridge, secret agent, president, children, independent film, debt, swimming, political, band",1
11644,Blow Out,en,Drama,18000000,12000000,108.0,1981,Cinema 77,United States of America,7.3,"audio tape, hitman, presidential election, noises, yell, politics, faithlessness",0
146227,Getaway,en,Action,18000000,10501938,90.0,2013,Dark Castle Entertainment,Bulgaria,4.9,,0
68924,The Ice Storm,en,Drama,18000000,8038061,112.0,1997,Fox Searchlight Pictures,France,6.9,"based on novel, 1970s, thanksgiving, dysfunctional family, independent film",0
253235,And So It Goes,en,Comedy,18000000,25312387,94.0,2014,Castle Rock Entertainment,United States of America,5.7,"grandfather granddaughter relationship, neighbor, wealthy, elderly, estrangement",1
10068,Nine 1/2 Weeks,en,Drama,17000000,6735922,117.0,1986,Metro-Goldwyn-Mayer (MGM),United States of America,5.8,"sexual obsession, prostitute, women's sexual identity, broker, gallery owner, sadomasochism",0
848,Dragonslayer,en,Fantasy,18000000,14110013,108.0,1981,Paramount Pictures,United Kingdom,6.5,"secret identity, self sacrifice, magic, virgin, solar eclipse, sacrifice, sorcerer's apprentice, amulet, lottery, brood, egg, princess, sorcerer, human sacrifice, dragon, hidden identity, crossdressing, landslide, sword and sorcery",0
522,Ed Wood,en,Comedy,18000000,5887457,127.0,1994,Touchstone Pictures,United States of America,7.3,"individual, taxi, transsexuality, fortune teller, film business, film making, film producer, vororte, film maker, boxer, film director, oddball, celebrity, morphine, movie studio, los angeles, drug addict, cult director, theremin, handgun, trick or treating, actor, transvestite",0
130150,Labor Day,en,Drama,18000000,20275812,111.0,2013,Mr. Mudd Production,United States of America,6.7,"escaped convict, depressed mom",1
12246,Монгол,ru,History,18000000,26527510,120.0,2007,Kinokompaniya CTB,Russia,6.5,"mongolia, genghis khan",1
13809,RockNRolla,en,Action,18000000,25739015,114.0,2008,StudioCanal,United Kingdom,6.9,"london england, gang leader, money, gang, crime",1
33870,Mao's Last Dancer,en,Drama,25000000,20719451,117.0,2009,Great Scott Productions Pty. Ltd.,Australia,6.8,"costume, song, village, promise, ballet",0
245703,Midnight Special,en,Adventure,18000000,6212282,112.0,2016,Warner Bros.,United States of America,6.2,"father son relationship, helicopter, fbi, motel, chase, child kidnapping, religious sect, goggles",0
127560,The Railway Man,en,Drama,18000000,22309223,116.0,2013,Archer Street Productions,Australia,6.7,"post traumatic stress  disorder, japanese, world war ii, victim, autobiography, based on true story, history, revenge, redemption, torture",1
11870,Big Fat Liar,en,Comedy,15000000,52970014,88.0,2002,Universal Pictures,United States of America,5.6,"screenplay, film producer, auto, right and justice, liar, essay, intellectual property",1
10017,The Wraith,en,Romance,2700000,3500000,93.0,1986,New Century Entertainment Corporation,United States of America,5.9,"male nudity, female nudity, sex, killing, sheriff, car race, cemetery, shotgun, arizona, nudity, reincarnation, police, auto-tuning, street race, revenge, murder, car crash, alien, independent film, gang, motorcycle, violence, car chase, cult film, ghost, road movie, drag racing, roller skates, strange person, budweiser, turbo intercepter",1
11468,Salton Sea,en,Drama,18000000,676698,103.0,2002,Castle Rock Entertainment,United States of America,7.0,"dual identity, identity, war on drugs, jazz musician, drug scene, neo-noir",0
193613,Metallica: Through the Never,en,Music,18000000,7972967,93.0,2013,Exclusive Media Group,United States of America,6.7,"heavy metal, live concert",0
17436,The Informers,en,Drama,18000000,382174,98.0,2008,Senator Entertainment Co,Germany,4.4,"sex, slice of life, hollywood, drug, hedonism, ensemble cast, child murder, 1980s, dysfunctional, intersecting lives",0
43434,Carlos,en,Crime,18000000,871279,338.0,2010,Egoli Tossell Film AG,France,6.7,"gun, car bomb, miniseries, terrorism, opec, hostage situation, revolutionary",0
245916,Kill the Messenger,en,Thriller,5000000,2450846,112.0,2014,The Combine,United States of America,6.6,biography,0
8408,Day of the Dead,en,Horror,3500000,34000000,96.0,1985,Dead Films,United States of America,6.9,"florida, insanity, disembodied head, zombie, disembowelment, horror movie remade, living dead, zombie apocalypse",1
9389,Renaissance,fr,Action,18000000,1831348,105.0,2006,Onyx Films,France,6.7,"paris, japanese, identity, underworld, monopoly, future, beauty, victim, dystopia, boss, police, president, animation, disappearance, cgi, black and white, theft, scientist, researcher, corporation",0
9626,Red Sonja,en,Adventure,17900000,6948633,89.0,1985,Famous Films (II),Netherlands,5.0,"monster, swordplay, queen, talisman, marvel comic, based on comic book, sword and sorcery",0
75638,Red Lights,en,Thriller,14000000,13551174,119.0,2012,First Generation Films,Spain,6.0,"paranormal, psychic, skepticism",0
8363,Superbad,en,Comedy,20000000,121463226,113.0,2007,Columbia Pictures,United States of America,7.0,"becoming an adult, high school, young people, one night",1
8328,Step Up 2: The Streets,en,Music,23000000,150816700,98.0,2008,Summit Entertainment,United States of America,6.5,"underdog, competition, street gang, hip-hop, breakdance, insurgence, heart-throb, dancing scene, tap dancing, scholarship, ballet",1
10982,Hoodwinked!,en,Animation,15000000,51053787,80.0,2005,The Weinstein Company,United States of America,5.9,"wolf, suspicion, little red riding hood, investigation, burglary",1
205,Hotel Rwanda,en,Drama,17500000,38000000,121.0,2004,Lions Gate Films,Canada,7.5,"rwanda, refugee, refugee camp, militia, murder, slaughter, dead body, atrocity, african, cruelty, violence, united nations, genocide in rwanda, death",1
1620,Hitman,en,Action,24000000,99965753,89.0,2007,Twentieth Century Fox Film Corporation,France,5.9,"assassin, secret identity, intelligence, soviet union, russia, celibacy, hitman, secret society, power, power takeover, adversary, government, execution, violence, killer, based on video game, secret formula",1
175541,Black Nativity,en,Drama,17500000,7018189,93.0,2013,Fox Searchlight Pictures,United States of America,5.8,"musical, based on stage musical, woman director, based on the bible, nativity, christmas",0
241254,The Prince,en,Thriller,18000000,266586800,93.0,2014,Grindstone Entertainment Group,United States of America,4.6,"mobster, justice, retired, missing, missing daughter",1
679,Aliens,en,Horror,18500000,183316455,137.0,1986,Twentieth Century Fox Film Corporation,United Kingdom,7.7,"android, extraterrestrial technology, space marine, spaceman, cryogenics, vacuum, space colony, warrior woman, settler, space travel, colony, alien, xenomorph",1
11113,My Fair Lady,en,Drama,17000000,72070731,170.0,1964,Warner Bros.,United States of America,7.4,"musical, transformation, flower girl, colonel, wager, suitor, class differences, tutor, aristocrat, linguist, street, high society, misogynist, guttersnipe, class prejudice, opposites attract",1
3597,I Know What You Did Last Summer,en,Horror,17000000,125586134,100.0,1997,Columbia Pictures Corporation,United States of America,5.6,"secret, blackmail, fisherman, police, high school, cover-up, friends, revenge, murder, pageant, slasher, teenager, killer",1
193893,Let's Be Cops,en,Comedy,17000000,136621271,104.0,2014,Twentieth Century Fox Film Corporation,United States of America,6.4,"corruption, robbery, kidnapping, nightclub, male friendship, investigation, police, party, murder, mobster, los angeles, lying, impersonating a police officer, flashback",1
9675,Sideways,en,Comedy,16000000,109502303,126.0,2004,Fox Searchlight Pictures,United States of America,6.9,"california, golf, oscar award, wine, stag night, marijuana, writer",1
9988,Beerfest,en,Comedy,17500000,19179969,110.0,2006,Broken Lizard Industries,United States of America,5.8,"germany, competition, prostitute, alcohol, beer, oktoberfest",1
948,Halloween,en,Horror,300000,70000000,91.0,1978,Compass International Pictures,United States of America,7.4,"female nudity, nudity, mask, babysitter, halloween, police, psychopathic killer, independent film, stalking, serial killer, marijuana, masked killer, blood, pot smoking, slasher, murderer, throat slitting, maniac, violence, killing spree, family, cult film, evil, psychotic, smoking pot, institution, escaped killer",1
146304,The Best Man Holiday,en,Comedy,17000000,71625195,123.0,2013,Universal,United States of America,6.7,best man,1
7516,Smokin' Aces,en,Action,17000000,57103895,109.0,2006,Universal Pictures,France,6.4,"neo-nazi, gun, sniper, fbi, hitman, bodyguard, to shoot dead, police, dark comedy, shootout, gangster, drug, female corpse",1
41439,Saw 3D,en,Horror,20000000,136150434,90.0,2010,Lionsgate,Canada,5.8,"survivor, violence, self help guru, tricycle, prosthetic arm, pig mask, 3d",1
9429,A Night at the Roxbury,en,Comedy,17000000,30331165,81.0,1998,Paramount Pictures,United States of America,5.9,"night life, nightclub, flower, flower shop, make a match, clubbing",1
38117,Beastly,en,Drama,17000000,43165571,86.0,2011,CBS Films,United States of America,6.0,"based on novel, love, beautiful woman, curse, teenager, popularity, blind tutor, teenage romance, modern fairy tale, based on young adult novel",1
9792,The Hills Have Eyes,en,Horror,15000000,69623713,107.0,2006,Fox Searchlight Pictures,France,6.1,"ambush, new mexico, van, family holiday, axe in the head",1
13960,ATL,en,Drama,20000000,21170563,105.0,2006,Warner Bros.,United States of America,6.0,,1
114150,Pitch Perfect,en,Comedy,17000000,115350426,112.0,2012,Brownstone Productions,United States of America,7.3,"competition, roommate, college, female friendship, music, hazing, male female relationship, audition, group of friends, dorm room, bickering, dj, singing competition, film score, female musician, singing contest, young adult, acapella",1
26602,Summer Catch,en,Drama,34000000,19693891,108.0,2001,Tollin/Robbins Productions,United States of America,4.8,"beach, baseball, sport, bikini, party, love, romance, pool, summer, flashback",0
142,Brokeback Mountain,en,Drama,14000000,178043761,134.0,2005,River Road Entertainment,Canada,7.5,"gay, countryside, homophobia, loss of lover, wyoming, rodeo, father murder, horseback riding, intolerance, daughter, marriage crisis, secret love, cowboy, star crossed lovers",1
